EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
3745,44,5,2,2,171590,5.0,22,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
3746,29,10,2,1,128080,1.0,13,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3747,30,1,2,3,102210,0.0,19,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3748,55,20,3,2,47790,0.0,14,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3749,33,7,2,2,37370,8.0,22,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3750,47,8,4,2,23660,3.0,17,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3751,28,1,3,2,17060,7.0,12,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
3752,28,8,4,1,163070,1.0,16,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3753,28,9,3,2,59330,0.0,11,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3754,49,5,4,1,34240,4.0,11,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3755,29,8,1,1,40370,0.0,14,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3756,28,5,1,2,25590,1.0,11,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
3757,33,15,4,1,62010,2.0,15,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3758,32,7,3,3,44030,2.0,20,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3759,54,10,3,4,37610,3.0,12,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3760,29,5,3,2,109340,6.0,17,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3761,44,26,1,1,107610,3.0,11,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
3762,39,6,1,2,51750,4.0,17,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3763,46,4,2,3,138260,8.0,11,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3764,35,23,4,2,63340,1.0,14,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3765,23,2,4,2,49360,0.0,19,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3766,40,2,3,2,47750,3.0,15,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3767,34,2,3,2,28180,1.0,13,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3768,31,29,3,2,25150,1.0,14,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3769,50,6,3,1,23420,1.0,12,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3770,34,25,5,1,41940,0.0,17,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3771,42,1,3,1,106850,4.0,11,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3772,37,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3773,29,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3774,33,1,1,1,42560,1.0,13,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3775,45,3,3,3,35800,4.0,20,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3776,42,1,4,2,31620,2.0,17,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
3777,40,10,1,1,65240,0.0,13,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3778,33,9,3,2,28990,1.0,17,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
3780,24,10,2,1,23560,0.0,13,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3781,40,7,3,1,28000,3.0,12,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
3782,45,4,3,3,118360,1.0,22,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3783,35,10,1,1,109030,0.0,11,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3784,32,22,4,1,29730,3.0,22,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
3785,36,9,3,4,142750,3.0,18,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3786,48,12,4,1,55620,8.0,13,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
3787,29,23,4,2,45370,6.0,18,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3788,33,9,1,1,76420,2.0,20,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
3789,30,1,3,3,179240,1.0,13,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
3790,38,9,3,1,52040,3.0,13,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3791,35,7,2,1,22770,1.0,12,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3792,30,14,3,5,27950,3.0,13,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
3793,35,2,3,1,25320,1.0,13,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3794,53,19,3,2,25590,0.0,25,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3795,38,2,3,3,49080,4.0,19,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3796,32,10,4,5,23800,4.0,13,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3797,48,2,5,1,47650,8.0,12,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3798,34,3,3,2,20440,1.0,11,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
3799,55,11,1,1,26930,1.0,18,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3800,34,2,2,2,65860,9.0,18,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3801,26,4,3,1,32940,1.0,11,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3802,38,14,2,1,41710,0.0,23,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3803,38,2,3,1,27780,2.0,13,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3804,36,1,3,1,23770,6.0,13,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3805,29,10,3,1,24040,1.0,17,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3806,35,12,2,2,23180,3.0,19,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3807,39,2,2,1,20080,2.0,12,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3808,29,5,1,1,62440,1.0,22,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3809,50,4,2,1,27990,4.0,12,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3810,23,7,2,3,105520,2.0,11,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3811,36,21,3,2,23290,3.0,15,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
3812,42,8,2,5,40140,8.0,13,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3813,35,4,3,2,74030,1.0,12,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3814,34,25,1,1,22590,1.0,14,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3815,40,1,4,2,69320,1.0,13,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3816,43,1,1,1,46780,5.0,25,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3817,35,6,3,3,135820,1.0,17,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
3818,46,12,4,1,23320,1.0,11,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
3820,22,17,2,3,97050,1.0,18,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3821,50,3,3,2,42940,2.0,20,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
3822,32,3,2,3,47210,3.0,14,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3823,44,10,3,3,25190,0.0,21,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3824,30,4,3,1,21210,1.0,13,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3825,45,29,2,2,29730,1.0,12,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3826,45,2,4,2,58550,1.0,14,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3827,31,7,3,2,36170,7.0,21,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3828,36,18,1,2,67250,9.0,17,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
3829,34,28,4,5,103250,1.0,11,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3830,49,1,4,3,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3831,39,6,2,3,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3832,27,2,1,4,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3833,35,2,3,2,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3834,28,23,3,3,46010,0.0,15,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3835,21,3,1,1,170990,1.0,14,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3836,18,3,5,1,24790,1.0,12,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3837,47,25,4,2,148520,3.0,19,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3838,39,2,4,1,72640,0.0,17,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3839,40,22,1,1,56660,1.0,14,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3840,35,29,3,2,78230,1.0,13,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3841,37,29,4,1,78800,3.0,12,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
3842,39,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3843,45,28,3,2,50670,1.0,11,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3844,38,2,4,3,50790,3.0,11,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3845,35,2,3,3,23210,9.0,12,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3846,37,22,3,2,174440,1.0,14,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3847,40,8,3,2,24040,6.0,17,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3848,44,2,2,1,34520,4.0,11,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3849,48,10,4,3,22700,2.0,14,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3850,35,9,3,2,173990,6.0,12,0,7.0,3,2,2,2,1.0,4.0,2.0,1,3,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3851,24,15,3,2,54880,1.0,22,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3852,27,10,4,3,194190,7.0,14,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3853,27,7,3,1,28110,2.0,20,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3854,40,16,4,1,36330,3.0,16,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3855,29,20,1,2,41630,9.0,15,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
3856,36,23,3,3,21320,4.0,20,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3857,25,5,1,4,139730,1.0,14,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
3858,39,10,3,2,26840,4.0,12,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3859,49,4,2,2,108450,3.0,24,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3860,50,2,2,3,43770,5.0,12,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3861,20,18,4,2,37430,1.0,13,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3862,34,10,3,3,41480,1.0,11,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
3863,36,1,3,2,10510,2.0,14,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3864,49,6,2,2,107390,2.0,11,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3865,36,8,4,4,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3866,36,2,2,2,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3867,54,24,3,1,26000,3.0,14,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
3868,43,2,4,1,24220,1.0,11,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3869,35,17,4,1,54720,3.0,11,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3870,38,19,2,2,24510,7.0,12,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3871,29,1,2,2,42400,1.0,14,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
3872,33,7,3,5,109990,1.0,18,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
3873,32,5,4,5,50030,0.0,13,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3874,31,28,4,2,127420,1.0,11,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
3875,49,2,4,1,42270,4.0,18,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
3876,38,29,2,1,39170,1.0,15,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
3877,47,1,4,3,183030,6.0,22,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
3878,49,21,3,2,23800,4.0,13,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
3879,41,24,4,4,137260,3.0,12,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3880,20,1,3,1,47770,1.0,18,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3881,33,18,2,2,63850,1.0,13,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3882,36,2,2,3,199730,6.0,12,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
3883,44,9,3,3,68610,4.0,12,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3884,23,6,3,3,49690,1.0,12,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3885,38,11,2,1,198450,7.0,11,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3887,48,10,2,1,63470,2.0,12,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3888,32,1,3,2,27430,1.0,19,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3889,26,18,2,1,108800,1.0,23,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True
3890,55,23,1,5,23420,5.0,11,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3891,34,28,3,2,176500,1.0,19,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3892,60,17,4,1,40250,3.0,13,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
3893,33,3,3,3,97250,1.0,11,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3894,37,13,3,1,119040,1.0,12,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
